,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,154714,Word,2.3,1000,51,0,0,0,0,2,0,0
0-3,154718,Shopping,2.8,5000,51,0,0,0,0,6,0,0
0-3,154761,Health & Fitness,2.3,1000,51,0,0,0,0,5,0,0
0-3,154805,Travel & Local,2.6,5000,51,0,0,0,1,0,0,0
0-3,155230,Tools,1.4,1000,50,0,0,0,1,0,0,0
0-3,155231,Media & Video,2.1,1000,50,5,3,372,10,0,0,2
0-3,155459,Finance,2.8,100000,0,2153,21,233387,0,1,0,1203
0-3,155566,Tools,2.8,50000,50,32,3,4346,1,0,0,11
0-3,155585,Photography,1.8,5000,0,45,6,4418,1,1,0,32
0-3,155634,Shopping,2,1000,51,1303,15,284404,0,11,0,1252
0-3,155701,Business,2.2,10000,51,1542,9,163495,1,3,0,439
0-3,155919,Transportation,2.8,10000,50,0,0,0,0,3,0,0
0-3,155987,Tools,2.5,1000,50,575,6,57115,5,1,0,192
0-3,156071,Music & Audio,2.8,1000,51,783,17,98829,0,1,0,325
0-3,156221,Shopping,2.7,1000,50,0,0,0,4,0,0,0
0-3,156224,Tools,2.7,5000,51,146,9,16190,0,1,0,47
0-3,156287,Lifestyle,2.7,5000,51,81,4885,8157,0,0,0,32
0-3,156293,Puzzle,2.9,10000,0,34,9,1580,0,0,0,3
0-3,156402,Shopping,2.4,1000,100,3002,18,302643,1,3,0,865
0-3,156447,Productivity,2.4,5000,0,12,3,660,0,0,0,2
0-3,156462,Media & Video,2.4,10000,92,1975,5798,210541,1,3,0,489
0-3,156521,Comics,2.5,1000,51,0,0,0,0,3,0,0
0-3,156552,Entertainment,1.6,1000,51,26,6,1987,0,0,0,2
0-3,156553,Tools,2.6,1000,51,121,6,7662,1,0,0,9
0-3,156713,Books & Reference,2.8,1000,92,13,6,1707,1,0,0,0
0-3,157055,Board,2.9,5000,92,2307,6,275202,0,3,0,505
0-3,157452,Tools,2.4,50000,51,0,0,0,0,6,0,0
0-3,157607,News & Magazines,2.3,5000,51,1037,15,107470,1,1,0,320
0-3,157623,Shopping,2.3,1000,51,1303,15,284404,0,11,0,1252
0-3,157748,Music & Audio,2.8,1000,50,0,0,0,3,0,0,0
0-3,157872,Travel & Local,2.4,100000,51,0,0,0,1,5,0,0
0-3,157886,Arcade,2.5,1000,92,88,5098,9037,2,0,0,25
0-3,157958,Education,2.9,1000,51,0,0,0,0,1,0,0
0-3,157977,Lifestyle,2.5,1000,0,271,15,134670,0,0,0,714
0-3,157999,Entertainment,2.8,10000,51,1266,15,281261,0,10,0,1243
0-3,158061,Puzzle,2.8,1000,51,75,3,8492,0,1,0,36
0-3,158128,Education,2.2,1000,50,13,6,1707,0,0,0,0
0-3,158130,Card,2.9,5000,0,381,6,37321,0,3,0,67
0-3,158150,Media & Video,2.1,10000,51,279,9,22567,1,1,0,72
0-3,158184,Productivity,2.5,50000,50,2170,6,267811,4,1,0,515
0-3,158272,Sports,2.7,1000,0,9,6,182,0,0,0,0
0-3,158461,Tools,2.3,50000,51,0,0,0,1,1,0,0
0-3,158490,Casual,1.6,50000,51,143,9,16026,1,2,0,49
0-3,158493,Casual,2.5,50000,51,143,9,16026,1,2,0,49
0-3,158496,Casual,2.9,100000,51,148,5117,13468,1,2,0,55
0-3,158763,Education,2.8,1000,51,1303,15,284698,0,11,0,1252
0-3,158769,Tools,2,1000000,51,38,3,4160,0,0,0,11
0-3,158806,Education,1.9,1000,0,352,6,30925,0,3,0,54
0-3,158903,Business,2.2,100000,51,2474,3576,282822,0,6,0,813
0-3,158904,Entertainment,2.9,100000,100,0,0,0,1,2,0,0
0-3,159049,Finance,2.7,500000,50,0,0,0,2,4,0,0
0-3,159218,Entertainment,2.9,10000,92,1700,9,205076,4,2,0,218
0-3,159220,Education,1.8,1000,51,182,6,7997,0,0,0,0
0-3,159246,Education,2.9,10000,51,1517,15,173776,4,1,0,357
0-3,159358,Casual,2.8,10000,50,67,6,8222,1,0,0,14
0-3,159380,Shopping,2.8,10000,51,273,6,20692,0,3,0,86
0-3,159488,Education,2.9,5000,92,13,6,1707,1,0,0,0
0-3,159588,Books & Reference,2.7,1000,100,0,0,0,4,1,0,0
0-3,159672,Books & Reference,2.8,10000,51,1323,6,112994,0,7,0,341
0-3,159869,Tools,2.9,50000,51,0,0,0,1,0,0,0
0-3,159943,Business,1,1000,50,2416,6,144861,4,2,0,543
0-3,159973,Health & Fitness,2.5,100000,51,255,6,28744,0,0,0,84
0-3,160033,Shopping,2.3,1000,50,1472,15,177539,0,5,0,419
0-3,160141,Transportation,2.5,1000,51,0,0,0,2,0,0,0
0-3,160206,Casual,2.6,1000,51,0,0,0,1,1,0,0
0-3,160233,Business,2.4,1000,50,103,9,12539,7,1,0,53
0-3,160244,Social,1,5000,50,642,12,79231,7,2,0,206
0-3,160464,Casual,2.7,5000,51,1044,3682,144214,0,4,0,227
0-3,160569,Arcade,2.9,1000,92,0,0,0,0,1,0,0
0-3,160625,Finance,2.8,5000,51,0,0,0,0,5,0,0
0-3,160722,Arcade,2.9,5000,50,3839,15,420547,0,11,0,1079
0-3,160949,Business,1.4,1000,50,379,12,35543,3,1,0,114
0-3,161144,Casual,2.6,10000,51,0,0,0,0,2,0,0
0-3,161197,News & Magazines,2.9,10000,92,2296,15,365223,1,1,0,705
0-3,161510,Entertainment,1.3,1000,50,547,12,55068,1,2,0,161
0-3,161553,Arcade,2.8,100000,50,1790,18,201505,3,4,0,485
0-3,161724,Tools,2.8,50000,51,67,9,9331,0,0,0,24
0-3,161773,Role Playing,2.6,1000,0,467,6,45249,0,4,0,75
0-3,161807,Sports,2.9,10000,51,1001,5117,110300,0,1,0,482
0-3,161855,News & Magazines,2.9,10000,50,0,0,0,0,1,0,0
0-3,161866,Sports,2.3,5000,51,0,0,0,0,0,0,0
0-3,161918,Business,2.2,5000,50,0,0,0,2,7,0,0
0-3,162329,Casual,2.6,10000,51,70,5111,6431,0,0,0,25
0-3,162517,Tools,2.9,1000,50,0,0,0,1,3,0,0
0-3,162658,Entertainment,2.7,1000,0,0,0,0,0,2,0,0
0-3,162865,Lifestyle,2.4,100000,50,727,6,66262,3,2,0,167
0-3,162886,Lifestyle,2.2,50000,51,503,6,46624,1,1,0,111
0-3,163078,Education,2.9,10000,51,151,9,18568,0,5,0,70
0-3,163103,Sports,2.8,100000,51,69,3,4567,0,1,0,15
0-3,163139,Sports,2.7,1000,50,0,0,0,1,0,0,0
0-3,163217,Tools,2.8,1000,51,1008,12,116111,0,7,0,293
0-3,163432,Business,1.5,1000,51,311,6,25146,2,2,0,85
0-3,163436,News & Magazines,2.7,1000,51,139,3,21643,0,2,0,43
0-3,163448,Social,2.6,10000,51,0,0,0,0,0,0,0
0-3,163672,Tools,2.6,1000,51,50,3,3260,2,0,0,10
0-3,163778,Puzzle,2.6,1000,0,56,3,5437,0,1,0,16
0-3,163780,Puzzle,2.1,50000,50,0,0,0,2,1,0,0
0-3,163830,Communication,1.8,1000,51,440,12,51594,0,6,0,100
0-3,163848,Tools,2.1,1000,51,0,0,0,2,0,0,0
0-3,163909,Puzzle,2.9,100000,51,1354,15,295798,0,9,0,1260
0-3,163917,Lifestyle,2.8,10000,51,0,0,0,0,1,0,0
0-3,163965,Entertainment,2.9,100000,51,950,9,78626,2,0,0,204
0-3,164013,News & Magazines,2.9,10000,92,401,12,61479,0,1,0,144
0-3,164073,Entertainment,2.1,1000,51,705,3,74235,0,4,0,301
0-3,164101,Tools,2.3,1000,0,356,6,36082,0,3,0,81
0-3,164145,Entertainment,2.5,10000,51,0,0,0,0,9,0,0
0-3,164311,Business,2.8,1000,51,0,0,0,0,7,0,0
0-3,164330,Lifestyle,2.3,5000,51,99,9,10579,2,4,0,41
0-3,164418,Business,2.6,1000,51,464,9,47535,2,1,0,87
0-3,164426,Shopping,2.6,5000,50,625,9,66276,3,5,0,167
0-3,164639,Entertainment,2.4,5000,92,3043,6,351471,0,3,0,497
0-3,164690,Arcade,2.8,1000,51,1112,15,113340,0,12,0,407
0-3,164779,Health & Fitness,2.8,5000,51,467,9,49541,1,5,0,122
0-3,164791,Casual,2.8,100000,51,161,6,13291,0,2,0,36
0-3,164828,Education,2.3,1000,50,0,0,0,1,1,0,0
0-3,164844,Communication,2.9,1000,51,22,3,1369,0,0,0,2
0-3,164890,Music & Audio,2.9,5000000,50,5166,18,518923,7,4,0,1654
0-3,165031,Social,2.8,10000,51,0,0,0,0,2,0,0
0-3,165047,Sports,2.4,10000,51,13,6,353,0,0,0,1
0-3,165120,Entertainment,2.6,1000,51,80,6,7851,0,1,0,33
0-3,165132,Arcade,2.5,10000,51,0,0,0,0,2,0,0
0-3,165159,Transportation,2.9,1000,51,705,6,61847,0,1,0,131
0-3,165192,News & Magazines,2.6,1000,51,308,6,22437,0,4,0,91
0-3,165373,Shopping,2.3,1000,51,1303,15,284404,0,11,0,1252
0-3,165420,Arcade,2.7,100000,51,765,6,73423,0,1,0,198
0-3,165474,Shopping,2.9,1000,51,121,3666,12019,0,0,0,48
0-3,165517,Tools,2.7,1000,50,382,6,41277,2,2,0,154
0-3,165520,Tools,2.7,10000,51,148,6,15225,1,0,0,52
0-3,165541,Tools,2.9,1000,51,0,0,0,0,1,0,0
0-3,165577,Casual,2.9,50000,92,1689,9,205737,0,2,0,193
0-3,165642,Business,2.5,5000,51,552,6,61945,0,1,0,157
0-3,165650,Business,2.6,5000,0,60,6,4737,0,0,0,6
0-3,165790,Books & Reference,2.7,1000,50,1357,12,177173,1,0,0,764
0-3,165870,Entertainment,2.7,5000,51,111,3,11953,0,1,0,44
0-3,165901,Books & Reference,2.9,1000,51,846,6,69031,3,3,0,199
0-3,165920,Lifestyle,2.9,5000,51,965,18,83185,6,2,0,290
0-3,165925,Health & Fitness,1.8,5000,51,775,12,92790,1,3,0,217
0-3,165963,Health & Fitness,2.7,10000,51,0,0,0,0,5,0,0
0-3,166114,Education,2.6,1000,50,0,0,0,1,0,0,0
0-3,166271,Media & Video,2.9,50000,51,9,3,314,0,0,0,0
0-3,166293,Lifestyle,2.4,5000,51,680,382,59631,0,3,0,161
0-3,166368,Social,1.9,5000,50,613,18,93002,0,1,0,369
0-3,166380,Media & Video,2.8,10000,92,4757,33,590526,0,8,0,1303
0-3,166384,Business,2.9,1000,50,2353,15,231670,2,3,0,530
0-3,166426,Entertainment,2.8,500000,92,0,0,0,1,2,0,0
0-3,166439,Travel & Local,2.9,1000,51,167,6,14018,0,1,0,58
0-3,166546,News & Magazines,2.9,50000,50,1834,21,177819,3,1,0,627
0-3,166673,Media & Video,2.6,1000000,92,960,9,108216,0,1,0,248
0-3,166717,Sports,2.7,10000,51,0,0,0,0,6,0,0
0-3,166740,Lifestyle,2.8,50000,51,0,0,0,0,3,0,0
0-3,166829,Education,2.6,10000,100,553,15,54289,0,7,0,145
0-3,166895,Lifestyle,2.6,1000,50,900,15,83458,1,2,0,196
0-3,166923,Arcade,2.7,1000,0,18,3,3339,0,1,0,2
0-3,167015,Casual,2.4,100000,92,679,9,84724,0,5,0,183
0-3,167028,Shopping,2.5,1000,50,1031,9,109274,1,6,0,416
0-3,167030,Entertainment,2.8,5000,51,0,0,0,0,0,0,0
0-3,167036,Photography,2.9,1000,51,0,0,0,0,1,0,0
0-3,167038,Shopping,2.2,1000,50,1031,9,109274,1,6,0,416
0-3,167040,Photography,2.9,10000,92,1726,18,192650,0,5,0,544
0-3,167063,Tools,2.7,10000,51,70,3660,7205,3,0,0,26
0-3,167065,Tools,2.5,50000,51,82,6,9215,0,0,0,26
0-3,167071,Productivity,2.7,1000,0,0,0,0,1,2,0,0
0-3,167072,Entertainment,2.8,10000,100,17,3,1177,3,0,0,2
0-3,167074,Tools,2.4,100000,50,87,6,9478,1,0,0,26
0-3,167104,Entertainment,2.6,5000,51,0,0,0,0,5,0,0
0-3,167189,Medical,2,1000,0,747,9,82748,1,2,0,188
0-3,167218,Travel & Local,2.8,1000,51,0,0,0,1,0,0,0
0-3,167255,Travel & Local,2,1000,51,0,0,0,0,1,0,0
0-3,167258,Travel & Local,2.1,1000,0,25,3,1582,0,0,0,0
0-3,167275,Education,2.9,1000,51,17,3,1720,0,4,0,10
0-3,167365,Media & Video,2.8,100000,92,6707,12,756931,0,15,0,1377
0-3,167404,Arcade,2.7,100000,92,2113,12,233357,1,5,0,220
0-3,167413,Books & Reference,2.5,1000,51,0,0,0,2,1,0,0
0-3,167417,Entertainment,2.8,10000,51,100,6,9937,0,1,0,41
0-3,167464,Sports,2.8,10000,50,0,0,0,0,2,0,0
0-3,167478,Education,2.4,10000,92,4953,12,533116,0,3,0,1109
0-3,167510,Books & Reference,2.9,5000,92,1983,6,193541,0,5,0,393
0-3,167539,Media & Video,2.9,10000,51,697,6,57788,0,3,0,92
0-3,167568,Entertainment,2.9,50000,51,444,6,40022,1,2,0,104
0-3,167716,Business,2,1000,51,380,6,29558,0,2,0,45
0-3,167733,Productivity,2.1,5000,50,1626,21,131002,4,1,0,361
0-3,167787,Education,2.8,1000,51,257,3,17662,1,1,0,116
0-3,167980,Travel & Local,2.3,5000,51,22,3,1295,0,0,0,1
0-3,168023,Health & Fitness,2.7,10000,51,0,0,0,0,9,0,0
0-3,168075,Books & Reference,2.9,100000,100,0,0,0,2,4,0,0
0-3,168147,Entertainment,2.5,10000,51,103,9,9871,1,1,0,49
0-3,168168,Sports,2.3,10000,50,1234,21,118186,6,2,0,257
0-3,168244,Entertainment,2.6,5000,92,1830,9,213215,1,3,0,531
0-3,168269,Finance,1.9,1000,51,0,0,0,0,9,0,0
0-3,168307,Business,2.8,1000,51,0,0,0,1,0,0,0
0-3,168371,Shopping,2.1,1000,50,0,0,0,1,6,0,0
0-3,168418,Music & Audio,2.6,1000,0,0,0,0,0,2,0,0
0-3,168419,Music & Audio,2.7,1000,92,167,6,25299,0,2,0,107
0-3,168422,Tools,2.6,10000,92,183,6,25690,0,2,0,106
0-3,168443,Casual,2.5,5000,51,64,3,3479,1,0,0,9
0-3,168529,Health & Fitness,2.4,10000,51,0,0,0,0,1,0,0
0-3,168534,Casual,2.7,100000,0,0,0,0,0,1,0,0
0-3,168628,Puzzle,2.8,10000,92,960,15,113769,0,5,0,314
0-3,168709,Social,2.8,1000,51,0,0,0,2,0,0,0
0-3,168776,Arcade,2.7,5000,51,141,6,12908,0,6,0,71
0-3,168965,Media & Video,2.8,50000,51,174,6,15798,0,1,0,66
0-3,169240,Lifestyle,2.9,1000,50,2163,12,229104,4,3,0,632
0-3,169298,Tools,2.9,5000,0,303,6,26734,0,2,0,46
0-3,169413,Education,2.9,1000,51,301,9,27119,0,1,0,43
0-3,169422,Education,2.5,1000,51,301,9,27124,0,1,0,42
0-3,169479,Communication,2.7,1000,50,0,0,0,10,4,0,0
0-3,169578,Sports,2.7,10000,51,940,15,97446,0,5,0,182
0-3,169667,Shopping,2.6,5000,100,0,0,0,3,3,0,0
0-3,169789,Entertainment,2.8,5000,51,1111,6,165671,1,3,0,414
0-3,169849,Travel & Local,2.2,1000,51,0,0,0,0,0,0,0
0-3,169902,Communication,2.9,1000,51,1057,9,107612,1,2,0,237
0-3,170170,Entertainment,2.9,10000,51,0,0,0,1,5,0,0
0-3,170201,Communication,2.9,1000,50,84,6,12787,3,0,0,37
0-3,170235,Arcade,2.9,500000,50,0,0,0,0,1,0,0
0-3,170237,Arcade,2.5,1000000,51,162,13762,11359,0,1,0,44
0-3,170286,Lifestyle,2.9,1000,50,1203,15,134278,0,5,0,373
0-3,170352,Social,2.5,1000,51,126,6,16839,9,1,0,62
0-3,170406,Transportation,2,100000,50,0,0,0,0,6,0,0
0-3,170443,Puzzle,2.8,5000,51,60,7,21169,1,0,0,65
0-3,170493,Health & Fitness,2.8,5000,51,51,3,2352,0,1,0,25
0-3,170529,News & Magazines,2.9,1000,51,1155,12,116963,1,1,0,275
0-3,170549,Tools,2.5,100000,92,2615,12,297452,0,4,0,461
0-3,170561,Productivity,2.8,50000,0,67,3,10788,0,3,0,13
0-3,170563,Arcade,2.8,500000,51,196,3,15759,1,1,0,71
0-3,170607,Media & Video,2.9,500000,100,0,0,0,2,1,0,0
0-3,170640,Transportation,2.4,1000,50,1468,18,177208,0,6,0,418
0-3,170654,Medical,1.4,1000,51,0,0,0,1,5,0,0
0-3,170782,Music & Audio,2.9,1000,92,516,9,69247,0,2,0,134
0-3,170786,Music & Audio,2,5000,51,0,0,0,0,2,0,0
0-3,170813,Tools,2.9,10000,92,1152,9,138128,0,3,0,269
0-3,170852,Books & Reference,2.2,1000,51,28,3,1500,1,0,0,3
0-3,170924,Media & Video,2.2,10000,51,0,0,0,0,0,0,0
0-3,170928,Entertainment,2.7,1000,51,0,0,0,0,0,0,0
0-3,170988,Media & Video,2.4,1000,51,0,0,0,0,10,0,0
0-3,171031,Travel & Local,2.4,10000,50,0,0,0,2,5,0,0
0-3,171062,Health & Fitness,2.9,100000,92,0,0,0,0,3,0,0
0-3,171527,Entertainment,2.9,1000,51,0,0,0,1,1,0,0
0-3,171608,Books & Reference,2.8,1000,0,0,0,0,2,1,0,0
0-3,171648,Sports,2.6,50000,50,0,0,0,0,0,0,0
0-3,171656,Education,2.6,1000,50,0,0,0,3,2,0,0
0-3,171687,Productivity,2.9,10000,51,1890,6,207472,0,2,0,1963
0-3,171722,Card,2.9,100000,100,2750,9,335105,1,2,0,585
0-3,171813,Entertainment,2.5,100000,51,2961,33,369142,7,2,0,1453
0-3,171954,Communication,2.7,10000,91,0,0,0,5,0,0,0
0-3,172013,Education,2.7,1000,51,0,0,0,0,0,0,0
0-3,172050,Education,1.5,1000,0,25,3,2452,0,1,0,6
0-3,172450,Finance,2.2,1000,50,0,0,0,0,0,0,0
0-3,172517,Tools,2.4,1000,0,293,6,26051,0,2,0,45
0-3,172531,Shopping,2.6,1000,51,0,0,0,0,11,0,0
0-3,172532,Shopping,2.8,1000,51,0,0,0,0,11,0,0
0-3,172928,Entertainment,1.8,5000,51,0,0,0,4,1,0,0
0-3,172977,Education,2.9,1000,51,0,0,0,0,1,0,0
0-3,173036,Books & Reference,2.2,5000,51,0,0,0,1,3,0,0
0-3,173042,Books & Reference,2.4,50000,51,0,0,0,2,0,0,0
0-3,173117,Productivity,1.8,5000,51,0,0,0,0,1,0,0
0-3,173201,Entertainment,2.6,5000,51,0,0,0,0,4,0,0
0-3,173232,Tools,2.9,10000,51,0,0,0,0,11,0,0
0-3,173290,Business,2.5,5000,0,0,0,0,0,0,0,0
0-3,173373,Business,2.9,10000,51,0,0,0,0,2,0,0
0-3,173572,Arcade,2.4,5000,51,303,9,39950,1,1,0,239
0-3,173573,Arcade,2.2,10000,51,0,0,0,0,0,0,0
0-3,173785,Transportation,2.6,10000,51,0,0,0,0,1,0,0
0-3,173821,News & Magazines,2.7,10000,51,0,0,0,0,1,0,0
0-3,173882,Business,1,1000,50,0,0,0,29,0,0,0
0-3,173899,Health & Fitness,2.1,1000,50,0,0,0,3,0,0,0
0-3,174038,Media & Video,2.6,1000,92,0,0,0,1,2,0,0
0-3,174068,Tools,1.8,10000,51,0,0,0,0,7,0,0
0-3,174118,Entertainment,2.8,5000,92,0,0,0,0,3,0,0
0-3,174146,Social,2.9,5000,51,151,3,11066,1,0,0,29
0-3,174148,Arcade,2.5,5000,51,0,0,0,0,1,0,0
0-3,174154,Casual,2.9,1000,51,780,9,67714,0,3,0,208
0-3,174215,Education,2.8,1000,51,521,6,45952,0,5,0,142
0-3,174220,Education,2.7,1000,50,201,77,20159,0,1,0,53
0-3,174231,Lifestyle,2.6,10000,50,0,0,0,2,3,0,0
0-3,174239,Communication,2.4,1000,50,0,0,0,1,3,0,0
0-3,174274,Lifestyle,2.4,10000,0,289,6,25345,0,2,0,45
0-3,174306,Tools,2.5,100000,50,0,0,0,0,7,0,0
0-3,174403,Transportation,2.9,10000,50,518,59147,44853,0,2,0,158
0-3,174421,Travel & Local,2.5,1000,51,0,0,0,0,6,0,0
0-3,174633,Lifestyle,2.7,10000,51,1913,12,204575,0,7,0,462
0-3,174772,Productivity,2.5,100000,50,0,0,0,5,1,0,0
0-3,174815,Puzzle,2.1,1000,51,16,3,999,0,0,0,9
0-3,174819,Education,2.8,10000,0,0,0,0,0,0,0,0
0-3,175089,Media & Video,2.8,5000,50,0,0,0,0,0,0,0
0-3,175092,Media & Video,2.9,10000,51,0,0,0,0,0,0,0
0-3,175116,Shopping,1.8,1000,100,0,0,0,0,2,0,0
0-3,175137,Strategy,2.7,10000,100,0,0,0,5,7,0,0
0-3,175198,Strategy,2.9,10000,92,0,0,0,0,10,0,0
0-3,175335,Strategy,2.8,1000,92,0,0,0,0,2,0,0
0-3,175579,Music & Audio,2.7,10000,50,484,12,43839,3,1,0,112
0-3,175661,Social,2.1,1000,50,0,0,0,2,7,0,0
0-3,175769,Puzzle,2.8,10000,50,1072,109,106054,3,2,0,329
0-3,175776,News & Magazines,2,1000,51,0,0,0,1,0,0,0
0-3,175788,Shopping,2,5000,51,0,0,0,0,0,0,0
0-3,175810,Entertainment,2.8,5000,50,0,0,0,1,4,0,0
0-3,175866,Casual,2.8,50000,51,189,9,16027,0,1,0,62
0-3,176191,Education,1,1000,51,69,5114,6317,0,0,0,21
0-3,176309,Education,2.7,1000,51,0,0,0,0,4,0,0
0-3,176457,Music & Audio,2.7,1000,50,36,3,4268,0,1,0,11
0-3,176479,Travel & Local,2.5,1000,50,972,15,110053,1,6,0,316
0-3,176512,Finance,2.5,1000,51,3,3,347,0,0,0,2
0-3,176515,Travel & Local,2.8,1000,50,0,0,0,2,4,0,0
0-3,176769,Entertainment,2.4,10000,0,13,3,442,0,1,0,0
0-3,176859,Business,2.9,5000,50,0,0,0,2,0,0,0
0-3,177020,Business,2.1,5000,92,0,0,0,0,7,0,0
0-3,177144,Music & Audio,2.8,100000,51,0,0,0,0,1,0,0
0-3,177206,Entertainment,2.7,100000,51,293,3679,39768,0,5,0,142
0-3,177213,Casual,2.7,100000,50,0,0,0,4,3,0,0
0-3,177258,Entertainment,2.4,5000,51,0,0,0,0,0,0,0
0-3,177287,Sports,2.9,1000,51,0,0,0,0,0,0,0
0-3,177336,Books & Reference,2.8,50000,50,17,3,1181,1,0,0,3
0-3,177445,Books & Reference,2.3,1000,51,0,0,0,0,0,0,0
0-3,177603,Travel & Local,2.7,5000,50,0,0,0,8,1,0,0
0-3,177792,News & Magazines,2.3,5000,100,0,0,0,3,4,0,0
0-3,177904,Personalization,2.8,1000,51,0,0,0,0,2,0,0
0-3,177981,Trivia,2.6,1000,92,0,0,0,0,3,0,0
0-3,178120,Travel & Local,2.6,10000,50,0,0,0,4,0,0,0
0-3,178125,Education,2.2,10000,51,518,9,60067,0,1,0,293
0-3,178178,Casual,2.6,10000,0,0,0,0,0,1,0,0
0-3,178215,Sports,2.1,1000,51,15,3,1166,1,0,0,1
0-3,178233,Casual,2.8,1000000,92,0,0,0,0,4,0,0
0-3,178235,Entertainment,2.8,500000,92,0,0,0,1,2,0,0
0-3,178238,Simulation,2.9,100000,51,0,0,0,2,1,0,0
0-3,178401,Social,2.9,1000,51,0,0,0,0,4,0,0
0-3,178506,Productivity,2.6,100000,51,0,0,0,0,3,0,0
0-3,178556,Tools,2.3,1000,0,0,0,0,1,2,0,0
0-3,178609,Music & Audio,2.6,1000,50,0,0,0,5,0,0,0
0-3,178640,Puzzle,2.8,10000,51,196,6,17312,0,1,0,67
0-3,178738,News & Magazines,2.3,5000,51,0,0,0,2,0,0,0
0-3,178740,Education,2.4,10000,51,777,15,79234,1,2,0,205
0-3,178826,Productivity,2,1000,92,0,0,0,0,8,0,0
0-3,179071,Media & Video,2.9,100000,50,0,0,0,3,1,0,0
0-3,179163,Health & Fitness,2.5,5000,95,0,0,0,2,3,0,0
0-3,179222,Social,2.7,1000,51,1089,12,103283,1,1,0,243
0-3,179225,Tools,2.6,10000,51,0,0,0,3,1,0,0
0-3,179309,Lifestyle,2.9,5000,51,0,0,0,0,0,0,0
0-3,179452,Education,2.8,5000,0,0,0,0,0,0,0,0
0-3,179513,Arcade,2.8,1000,51,65,3663,6662,0,1,0,28
0-3,179646,Puzzle,2.2,1000,92,0,0,0,0,9,0,0
0-3,179748,Media & Video,2.3,10000,51,0,0,0,0,0,0,0
0-3,179835,Books & Reference,2.7,1000,100,0,0,0,0,2,0,0
0-3,179933,Casual,2.5,10000,92,0,0,0,0,3,0,0
0-3,180192,Education,2.5,1000,51,0,0,0,0,0,0,0
0-3,180262,Media & Video,2.6,100000,51,0,0,0,0,2,0,0
0-3,180308,Tools,2.7,10000,92,0,0,0,0,1,0,0
0-3,180324,Productivity,2.7,10000,50,0,0,0,3,2,0,0
0-3,180351,Casual,2.9,5000,51,562,9,43270,0,2,0,78
0-3,180395,Health & Fitness,2.7,10000,51,0,0,0,1,0,0,0
0-3,180442,Finance,2.8,1000,51,0,0,0,0,0,0,0
0-3,180457,Travel & Local,2.7,1000,50,0,0,0,1,6,0,0
0-3,180565,Communication,2.9,10000,51,0,0,0,3,0,0,0
0-3,180576,Communication,2.7,10000,51,100,3,6829,2,0,0,12
0-3,180578,Shopping,2.8,10000,92,0,0,0,1,2,0,0
0-3,180646,Arcade,2.4,500000,92,0,0,0,2,3,0,0
0-3,180675,News & Magazines,2.5,100000,51,0,0,0,0,1,0,0
0-3,180793,Transportation,1.6,1000,50,0,0,0,1,0,0,0
0-3,180974,Lifestyle,2.2,1000,50,0,0,0,5,1,0,0
0-3,180984,Books & Reference,1.9,5000,51,0,0,0,0,0,0,0
0-3,180991,Books & Reference,2.9,10000,50,0,0,0,0,5,0,0
0-3,181058,Puzzle,2.9,50000,51,0,0,0,0,1,0,0
0-3,181073,Media & Video,2.5,10000,51,0,0,0,7,0,0,0
0-3,181176,Entertainment,2.7,5000,100,2619,12,318422,0,2,0,544
0-3,181302,Entertainment,2.9,1000,51,0,0,0,0,0,0,0
0-3,181306,Travel & Local,2.9,10000,50,0,0,0,3,1,0,0
0-3,181554,Transportation,2.4,1000,50,0,0,0,0,2,0,0
0-3,181578,Music & Audio,2.3,1000000,51,0,0,0,0,3,0,0
0-3,181665,Education,2.7,1000,51,2805,9,300255,0,7,0,695
0-3,181669,Education,2.6,1000,51,0,0,0,1,1,0,0
0-3,181746,Travel & Local,2.8,10000,50,0,0,0,2,1,0,0
0-3,181857,Entertainment,2.8,5000,51,0,0,0,1,1,0,0
0-3,181929,Lifestyle,2.9,1000,51,222,9,19801,0,3,0,110
0-3,181991,News & Magazines,2.9,10000,100,0,0,0,3,2,0,0
0-3,182101,Sports,2.8,1000,92,0,0,0,2,3,0,0
0-3,182108,Lifestyle,2.1,5000,51,715,15,80303,0,6,0,252
0-3,182206,Travel & Local,1,1000,51,0,0,0,1,1,0,0
0-3,182302,Productivity,2.7,10000,51,954,12,110164,2,1,0,789
0-3,182366,Entertainment,2.6,5000,51,76,6,7961,2,1,0,32
0-3,182367,Transportation,2.4,1000,51,0,0,0,0,0,0,0
0-3,182544,Entertainment,2.2,50000,100,0,0,0,2,3,0,0
0-3,182599,Shopping,2.2,10000,51,0,0,0,0,4,0,0
0-3,182608,Arcade,2.9,10000,51,215,6,20067,0,5,0,102
0-3,182643,Puzzle,2.8,1000,51,0,0,0,0,1,0,0
0-3,182660,Communication,2.8,10000,51,193,31731,14572,0,0,0,62
0-3,182763,Books & Reference,2.5,1000,51,0,0,0,0,0,0,0
0-3,182893,Social,1.9,1000,50,0,0,0,6,2,0,0
0-3,183011,Transportation,2,1000,50,518,59147,44853,0,2,0,158
0-3,183021,Music & Audio,2.5,1000,92,0,0,0,3,2,0,0
0-3,183022,Entertainment,2.9,1000,51,0,0,0,1,1,0,0
